pl03	1.6046	24/03/2017 14:44:27	Mowie paka teraz	closure_	66.6339	45.8817	46.3456	81.6818	91.8347	93.2526	69.7698	-1.4797	0.0000	59.1101	-14.7758	*	*	*	*	*	*	*	*	*	*	*	*	44.6064	-7.5252	43.1332	-5.2848	41.0257	-4.3140	39.0727	-2.9130	37.3819	-0.5922	35.2869	0.7744	33.1605	2.2180	30.9771	3.6827	28.8179	5.6416	26.5873	7.8427	24.2068	9.8666	21.6901	11.7062	19.0298	12.8842	16.3028	14.7910	13.4514	16.4341	10.5274	17.2929	7.6592	16.8039	4.7719	16.5783	1.9935	15.6327	-0.7234	14.5510	-3.4366	13.6108	-5.8418	11.6283	-8.3575	10.2943	-9.8713	6.2264	*	*	*	*	*	*	-17.0198	-3.0493	-18.7454	-5.0058	-20.6784	-6.5064	-22.4251	-8.2563	-23.5721	-10.7900	*	*	*	*	-27.7770	-16.6748
pl03	1.6615	24/03/2017 14:44:27	Mowie paka teraz	max_TD	67.8546	20.6356	20.1721	83.9987	-3.5896	1.9531	69.9526	4.8580	0.0000	58.9773	-14.9312	*	*	*	*	*	*	*	*	*	*	*	*	45.6644	-5.4053	43.6065	-4.2474	41.5022	-3.1653	39.4796	-1.8263	37.4164	-0.4893	35.2786	0.7464	33.0517	1.7986	31.2270	4.8060	28.9153	6.1644	26.6669	8.3724	24.3346	10.9792	21.8491	13.7033	19.1595	15.7901	16.3259	17.1583	13.4167	17.8158	10.4608	18.4019	7.5080	18.3934	4.6065	17.8460	1.7831	16.8999	-0.9772	15.8070	-3.6201	14.3795	-6.2180	12.9920	-8.6617	11.2638	-10.7415	8.6956	*	*	-13.1225	0.3439	-14.4767	-2.6609	-16.6440	-3.7741	*	*	-20.3281	-7.0803	*	*	*	*	*	*	*	*	-27.1381	-17.3999
pl03	1.6750	24/03/2017 14:44:27	Mowie paka teraz	NOFF_TD	68.0263	30.1018	29.0604	83.8442	-24.3416	22.6555	69.9886	3.3875	0.0000	59.9587	-13.7823	*	*	*	*	*	*	*	*	*	*	*	*	45.5754	-5.5836	43.5712	-4.3249	41.4892	-3.1965	39.4244	-1.9738	37.3114	-0.8026	35.1718	0.3867	33.0546	1.8099	30.9445	3.5359	28.9559	6.3829	26.7077	8.6442	24.3523	11.1333	21.7736	12.7550	19.1052	14.5734	16.3163	16.1754	13.4213	17.6329	10.4356	18.8208	7.4558	18.9425	4.5411	18.3475	1.7511	17.0924	-0.9879	15.8596	*	*	-6.2116	12.9690	-8.6153	11.1159	-10.3013	7.4466	*	*	-12.7722	-0.4651	-14.5893	-2.4238	*	*	*	*	-20.0497	-7.5364	*	*	*	*	*	*	*	*	-26.6127	-17.9961
pl03	1.6470	24/03/2017 14:44:27	Mowie paka teraz	NONS_TD	67.8272	18.4898	18.6806	83.9969	22.4648	24.1737	69.8505	3.2196	0.0000	59.1717	-14.7036	*	*	*	*	*	*	*	*	*	*	*	*	45.3747	-5.9857	43.7021	-4.0380	41.6147	-2.8940	39.5984	-1.5093	37.5615	-0.0564	35.3297	0.9184	33.2243	2.4639	31.2693	4.9960	28.9526	6.3652	26.6589	8.3190	24.3553	11.1598	21.8698	13.9631	19.1663	15.9425	16.3269	17.2585	13.4091	18.1174	10.4552	18.4947	7.5036	18.4405	4.5985	17.9077	1.8164	16.6994	-0.8974	15.4121	-3.5219	13.9682	-6.1347	12.6901	-8.6441	11.2079	-10.9553	9.3022	*	*	-13.5083	1.2351	-14.5609	-2.4834	-16.5326	-3.9891	-18.7194	-5.0519	-20.6100	-6.6186	-22.3233	-8.4107	*	*	*	*	*	*	-27.1409	-17.3966
pl03	1.5790	24/03/2017 14:44:27	Mowie paka teraz	peak1_TD	65.0308	45.9137	45.2957	78.8407	115.1047	115.2077	69.9302	11.6882	0.0000	59.6967	-14.0890	*	*	*	*	*	*	*	*	*	*	46.9272	-8.0093	44.2763	-8.1866	42.0373	-7.6867	40.5206	-5.5317	38.5304	-4.3610	36.4689	-3.3156	34.3746	-2.2985	32.4189	-0.6414	30.3178	0.7192	28.1828	2.2294	26.0236	4.0924	23.7212	5.6372	21.3116	6.9535	18.8377	8.5795	16.2560	9.9779	13.5783	11.3831	10.8435	12.0282	8.0816	12.3642	5.3213	12.3658	2.5928	12.0241	-0.0884	11.4093	-2.7349	10.6707	-5.2822	9.5996	-7.7033	8.2090	-9.9743	6.5187	-12.0383	4.4609	*	*	*	*	-17.2936	-2.5212	-18.7350	-5.0243	-20.6566	-6.5422	-22.4033	-8.2894	-23.1485	-11.3863	*	*	*	*	-26.6573	-17.9454
pl03	1.7475	24/03/2017 14:44:27	Mowie paka teraz	peak2_TD	73.9416	83.4160	84.2228	77.8921	-109.9510	110.0521	69.1424	-24.2043	0.0000	59.0100	-14.8929	*	*	*	*	*	*	*	*	*	*	*	*	46.2767	-4.1784	46.5733	2.2548	44.1351	3.1822	41.3132	3.0697	38.6293	3.1286	36.0934	3.4908	33.5590	3.7545	31.0719	4.1089	28.6938	4.9749	26.3050	5.9644	23.8446	6.7122	21.1929	5.4617	18.8342	8.5019	16.2500	9.3695	13.6048	10.3293	10.9156	10.8279	8.1779	11.3519	5.4403	11.4538	2.8500	10.4752	0.2903	9.5356	-2.1172	8.0826	-4.3933	6.3770	-6.6418	4.8254	-8.6798	2.8459	-10.6186	0.8407	-12.5703	-0.9316	-14.3437	-2.9409	-16.4280	-4.1907	-18.5886	-5.2841	-20.0856	-7.4777	*	*	*	*	*	*	*	*	-27.5820	-16.8961
pl03	1.2401	24/03/2017 14:44:32	Mowie poko teraz	closure_	58.1364	16.9917	16.7415	81.1483	71.4667	71.2859	74.6146	-44.6328	0.0000	51.3891	-23.8146	*	*	*	*	48.0643	-18.4744	45.2958	-19.0929	43.7640	-17.8893	42.3583	-16.4168	40.8908	-14.9699	39.4608	-13.3335	37.9276	-11.7828	36.3023	-10.3104	34.4570	-9.3167	32.7559	-7.7502	30.8319	-6.7606	29.0060	-5.1775	27.0273	-3.9779	25.0264	-2.5427	23.0588	-0.1322	20.8988	1.7683	18.6528	4.4371	16.2194	6.2270	13.6482	8.6031	10.9245	10.6792	8.0852	12.3259	5.1752	13.4861	2.2278	14.2221	-0.6816	14.3444	-3.4763	13.7769	-6.2317	13.0419	-8.9090	12.0521	-11.3834	10.5167	-13.7261	8.7649	-15.7616	6.4395	-17.5682	3.8477	-19.6270	1.9795	-21.0231	-0.9638	-22.6319	-3.3059	-23.5551	-6.5423	-25.2733	-8.3957	-26.5597	-10.7548	-28.1364	-12.6402	-29.3788	-14.8569
pl03	1.2985	24/03/2017 14:44:32	Mowie poko teraz	max_TD	60.0764	79.3982	77.1666	83.8447	-3.8509	2.1095	72.0880	-19.7983	0.0000	54.4325	-20.2517	*	*	48.9425	-20.6531	47.5428	-19.2328	45.6429	-18.5483	44.0023	-17.4849	42.2262	-16.6600	40.7175	-15.3172	39.1921	-13.9225	37.5416	-12.7136	36.0014	-11.1139	34.2445	-9.9505	32.6574	-8.0818	30.6818	-7.3394	28.8815	-5.7371	27.0647	-3.7773	25.3564	-0.3473	23.4153	2.9728	21.2231	5.8409	18.8266	8.3302	16.2632	10.7261	13.4905	14.8794	10.5180	17.4484	7.5683	17.7595	4.5987	17.9063	1.6579	17.6534	-1.2840	17.3250	-4.2083	16.8441	-7.0094	15.8614	-9.5317	14.0369	-12.0042	12.2780	-13.8184	9.0002	-15.5857	6.0334	-16.8195	2.2715	-17.9436	-1.2676	-19.4304	-3.7903	-20.8626	-6.2046	-22.8602	-7.5964	-24.7386	-9.1482	*	*	*	*	-29.3205	-14.9232
pl03	1.3060	24/03/2017 14:44:32	Mowie poko teraz	NOFF_TD	60.6214	92.8688	90.9081	83.6735	-14.5912	12.9700	72.0060	-13.5880	0.0000	54.3447	-20.3545	*	*	48.2883	-21.5369	46.9772	-20.0554	45.6967	-18.4640	44.5695	-16.5227	42.8754	-15.4653	41.5282	-13.6928	40.3226	-11.4447	38.7664	-9.7607	37.1661	-8.0039	35.2647	-6.9076	33.4225	-5.5051	31.3703	-4.6847	29.2879	-3.9104	27.2617	-2.7189	25.4756	0.4457	23.4470	3.2490	21.3048	6.8678	18.8819	9.5710	16.2750	11.9379	13.4955	14.6780	10.5673	16.6276	7.6480	16.9221	4.7395	16.8264	1.8603	16.4351	-1.0483	16.1586	-3.8862	15.4946	-6.6298	14.4850	-9.0718	12.5712	-11.3425	10.4006	-13.4366	8.0268	-15.4059	5.6180	-16.9347	2.5141	-18.3615	-0.4615	-19.9636	-2.8440	-21.1530	-5.7290	-23.1089	-7.2191	-24.6192	-9.3163	*	*	*	*	-29.1128	-15.1588
pl03	1.2900	24/03/2017 14:44:32	Mowie poko teraz	NONS_TD	59.3655	58.5098	56.4156	83.8923	13.0615	14.8849	72.3191	-29.7241	0.0000	53.6546	-21.1624	*	*	49.8300	-19.4541	48.3106	-18.1162	45.7461	-18.3865	44.0035	-17.4830	42.1937	-16.7198	40.5160	-15.7210	38.8525	-14.6667	37.2121	-13.5079	35.6562	-12.0356	33.9719	-10.7635	32.4252	-8.8641	30.5531	-7.8357	28.8323	-5.9586	27.1093	-3.5375	25.3070	-0.6756	23.3773	2.6418	21.1759	5.2484	18.8060	7.8704	16.2589	10.2807	13.5072	14.2149	10.5652	16.6630	7.5929	17.5010	4.5819	18.0348	1.6203	17.8798	-1.3456	17.6298	-4.2948	17.2064	-7.0968	16.1782	-9.6518	14.4197	-12.1395	12.6620	-13.9478	9.3304	-15.5887	6.0403	-16.9325	2.5095	-18.0882	-0.9886	-19.6540	-3.3934	-21.1694	-5.7020	-23.0921	-7.2445	-24.8964	-8.9261	-26.9218	-10.2810	*	*	-29.4180	-14.8124
