pl04	1.7092	26/05/2017 17:55:20	Mowie poto teraz	closure_	59.9786	60.5503	61.1538	70.8304	-17.4969	17.4504	69.5116	10.0554	11.0543	*	*	*	*	*	*	32.1838	-1.8604	30.1802	-1.1926	28.1293	-0.6859	26.0616	-0.2713	23.9837	0.0673	21.9009	0.3393	19.8347	0.6878	17.7654	1.0503	15.6890	1.4665	13.5917	1.8330	11.4737	2.1306	9.3348	2.4190	7.1551	2.9110	4.9241	3.4568	2.5848	4.3717	0.0665	5.7949	-2.5022	6.8418	-5.1894	7.9125	-7.9068	8.6628	-10.4102	8.4308	-12.9007	8.0503	-15.2925	7.3349	-17.4871	6.1389	-19.5865	4.7798	-21.5404	3.1923	-23.2947	1.3274	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-42.0787	-22.7776
pl04	1.6500	26/05/2017 17:55:20	Mowie poto teraz	GONS_TT	56.5023	11.2438	9.1476	71.2786	16.9983	18.1351	66.9237	72.9942	73.7076	*	*	*	*	*	*	31.0276	-5.0753	29.1623	-4.3662	27.2577	-3.7692	25.3054	-3.3526	23.3196	-3.1140	21.3253	-2.9955	19.3399	-2.9262	17.3716	-2.8272	15.4183	-2.6068	13.4624	-2.2705	11.4864	-1.6415	9.4634	-0.9426	7.3467	0.2938	*	*	2.6551	3.8827	*	*	-2.7477	7.9798	-5.4877	9.0935	-8.1402	9.4676	-10.5742	8.9305	-12.9600	8.2118	-15.2696	7.2785	-17.4024	5.9503	-19.2878	4.1717	-20.9419	2.0740	-22.4327	-0.1564	-23.8685	-2.3198	-25.3387	-4.2999	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.7645	26/05/2017 17:55:20	Mowie poto teraz	max_TT	61.6560	-3.4800	2.2917	70.0329	-2.5368	2.9736	68.5719	-25.4574	25.3773	*	*	*	*	*	*	*	*	*	*	28.4358	0.3982	26.3359	0.8468	24.2371	1.2813	22.1151	1.5800	20.0065	1.9425	17.9019	2.3946	15.7714	2.7063	13.6301	3.0528	11.4694	3.4139	9.2855	3.7065	7.0737	4.0228	4.8244	4.3760	2.5618	4.5315	0.2312	4.8778	-2.2639	5.7376	-4.8353	6.5106	-7.4701	7.1568	-10.0968	7.4759	-12.4705	6.8790	-14.6972	5.8735	-16.8539	4.7276	-18.9624	3.5091	-21.0214	2.2225	-23.0788	0.9557	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.7690	26/05/2017 17:55:20	Mowie poto teraz	NOFF_TT	61.6180	-7.4558	6.3229	70.0377	-1.0262	1.4458	68.5013	-25.2609	25.4021	*	*	*	*	*	*	*	*	*	*	28.4185	0.3370	26.3207	0.7848	24.2229	1.2134	22.1023	1.5058	19.9964	1.8687	17.8942	2.3187	15.7685	2.6625	13.6302	3.0567	11.4693	3.4450	9.2822	3.7937	7.0653	4.1382	4.8092	4.5170	2.5422	4.6679	0.2203	4.9383	-2.2664	5.7493	-4.8298	6.4888	-7.4540	7.1012	-10.0885	7.4506	-12.4616	6.8545	-14.6767	5.8232	-16.8137	4.6379	-18.8882	3.3580	-20.9099	2.0143	-22.9269	0.6942	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.7530	26/05/2017 17:55:20	Mowie poto teraz	NONS_TT	61.6719	12.3825	13.6986	70.0754	-8.1291	8.5754	68.9650	-20.8206	20.1836	*	*	*	*	*	*	*	*	30.5207	-0.1309	28.4358	0.3982	26.3335	0.8368	24.2293	1.2437	22.1209	1.6135	20.0147	2.0025	17.9022	2.3975	15.7702	2.6886	13.6250	2.8904	11.4703	3.1393	9.2988	3.3598	7.1002	3.6605	4.8701	3.9546	2.5975	4.2830	0.1988	5.0581	-2.3240	6.0162	-4.9362	6.9101	-7.6103	7.6405	-10.1401	7.6078	-12.5331	7.0495	-14.7657	6.0417	-16.9936	5.0388	-19.1798	3.9518	-21.3301	2.7993	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.6985	26/05/2017 17:55:20	Mowie poto teraz	peak1_TT	59.1992	64.6830	64.7488	71.0372	-15.9626	15.7166	69.1992	22.4514	23.6759	*	*	*	*	*	*	*	*	29.8962	-2.0783	27.8547	-1.6574	25.8050	-1.3169	23.7458	-1.0724	21.6961	-0.8472	19.6690	-0.5228	17.6405	-0.1789	15.6124	0.3144	13.5617	0.8801	11.4761	1.4087	9.3552	1.8838	7.1996	2.3031	4.9756	2.9815	2.6374	4.0056	0.1505	5.3271	-2.4695	6.6905	-5.1756	7.8580	-7.8549	8.4838	-10.4576	8.5753	-12.9300	8.1300	-15.3137	7.3869	-17.5706	6.3251	-19.7387	5.0896	-21.7880	3.6548	-23.7137	2.0488	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.8035	26/05/2017 17:55:20	Mowie poto teraz	peak2_TT	60.7020	-26.4120	26.4921	70.3256	7.9918	7.9803	67.9901	3.4943	2.4204	*	*	*	*	*	*	*	*	30.4494	-0.3534	28.2783	-0.1589	26.1122	-0.0651	23.9591	-0.0504	21.8597	0.1002	19.8178	0.5647	17.7739	1.1343	15.7038	1.6888	13.6067	2.3089	11.4716	2.7425	9.3034	3.2396	7.0840	3.8816	4.8219	4.3998	2.4958	4.9904	0.0643	5.8073	-2.4925	6.7971	-5.1017	7.5652	-7.7546	8.1381	-10.2816	8.0388	-12.5931	7.2127	-14.7928	6.1080	-16.9104	4.8534	-18.7757	3.1290	-20.5339	1.3118	-22.2270	-0.5106	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl04	1.6813	26/05/2017 17:55:24	Mowie pugu teraz	closure_	60.3929	32.5788	32.8675	61.1523	-42.3822	44.5098	64.8899	-160.5039	159.2110	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.3779	-2.8348	21.5486	-1.7018	19.6836	-0.4158	17.7173	0.5776	15.6774	1.2916	13.5925	1.8574	11.4733	2.2341	9.3312	2.5138	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-34.1644	-17.7852	-34.0545	-20.6729	-34.2060	-23.1863	-34.9931	-25.1175	*	*
pl04	1.5820	26/05/2017 17:55:24	Mowie pugu teraz	GONS_TD	58.3224	-25.2972	26.9241	72.2234	-34.6107	31.2920	66.0038	129.5433	130.6381	*	*	*	*	*	*	*	*	*	*	27.3950	-3.2835	25.3136	-3.3190	23.2958	-3.2283	21.3345	-2.9421	19.4456	-2.1541	17.5154	-1.4110	15.5275	-0.9633	13.5211	-0.4067	11.4808	0.0295	9.4015	0.6747	7.2419	1.7256	*	*	*	*	*	*	-3.0086	9.1886	-5.8531	10.5403	-8.5957	11.0386	-11.0889	10.4988	-13.3701	9.3283	-15.3742	7.5354	-17.2413	5.5911	-18.8331	3.2460	-20.4389	1.1342	-22.1495	-0.6440	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-32.0240	-16.8665	-32.7715	-19.0337	-33.9416	-20.7672	-35.0473	-22.5319	-36.1203	-24.3022	-37.0635	-26.1455
pl04	1.7205	26/05/2017 17:55:24	Mowie pugu teraz	max_TD	61.3117	3.1061	4.1952	61.3261	-1.9617	1.7595	57.8120	-149.9491	151.4969	*	*	*	*	*	*	*	*	*	*	27.8933	-1.5209	25.8708	-1.0486	23.8598	-0.5261	21.8814	0.2260	19.8869	1.0693	17.8409	1.7940	15.7656	2.6200	13.6303	3.0588	11.4695	3.3799	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-12.7415	-4.4398	-14.4307	-5.7174	-16.0888	-6.9938	*	*	*	*	*	*	*	*	*	*	*	*	*	*	-28.3891	-17.5795	-29.6085	-19.1884	-30.7786	-20.8201	-32.1455	-22.2676	-33.5715	-23.6799	-34.9488	-25.1496	*	*
