pl06	1.7060	21/02/2018 14:57:17	Mowie poto teraz	closure_	71.7446	78.3958	78.3099	78.8894	-23.1198	23.8950	71.9627	-52.2719	51.2930	*	*	55.5738	-6.9223	52.9907	-5.2391	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4686	4.0358	17.2976	5.2770	13.9850	6.7959	10.5210	8.2597	7.0239	8.9351	3.5293	9.0770	0.0535	8.8408	-3.3633	8.2225	-6.7109	7.3021	-9.9359	6.0204	-12.9024	4.1688	-15.7234	2.1210	-18.4299	-0.0335	-20.9518	-2.3950	-22.8586	-5.5405	-23.8751	-9.6375	-24.5593	-13.7720	-25.5159	-17.2495	-27.1512	-19.8052	-29.1024	-21.9926	-31.1545	-24.0889	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.6700	21/02/2018 14:57:17	Mowie poto teraz	GONS_TT	69.1082	15.7242	12.7182	80.2738	-47.7753	48.1071	72.9521	9.4872	11.3945	*	*	55.5229	-7.0081	52.6205	-5.9319	49.4662	-5.4662	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4367	-0.1229	17.4599	0.8018	14.2736	3.2043	10.8025	6.0030	7.0909	8.5406	3.3112	10.0906	-0.3933	10.5485	-4.0643	10.4904	-7.6265	9.8600	-10.9604	8.5298	-14.1614	6.9027	-16.9036	4.4131	-19.0019	0.9668	-20.9687	-2.3683	-22.7989	-5.6264	-24.6600	-8.6077	-25.9992	-12.0453	-26.7904	-15.8509	-27.8493	-19.1037	-29.3770	-21.7399	-31.1505	-24.0923	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.7615	21/02/2018 14:57:17	Mowie poto teraz	max_TT	74.4789	-3.3989	1.7738	78.7473	0.0629	0.1030	68.7754	-7.0972	8.9111	*	*	55.5692	-6.9299	53.2163	-4.8172	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.6459	4.9768	20.4837	6.0041	17.2145	7.5704	13.8073	9.0082	10.3124	9.9317	6.8484	9.9702	3.3790	9.7755	-0.0431	9.2098	-3.3688	8.2405	-6.5954	6.9793	-9.6793	5.3921	-12.6773	3.6800	-15.4297	1.5506	-17.5956	-1.4927	-19.0015	-5.4829	-19.9315	-9.7532	-21.1070	-13.2701	-22.6589	-16.0507	-24.4956	-18.3692	-26.4885	-20.4712	-28.4604	-22.5835	-30.4584	-24.6752	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.7660	21/02/2018 14:57:17	Mowie poto teraz	NOFF_TT	74.3752	-8.8005	7.2823	78.7563	-0.2289	0.1030	68.8188	-0.8583	2.6398	*	*	55.5163	-7.0192	53.1448	-4.9508	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.6325	4.7163	20.4822	5.8089	17.2162	7.5236	13.8052	9.0339	10.2985	10.0438	6.8362	10.0422	3.3614	9.8572	-0.0717	9.3191	-3.4091	8.3708	-6.6462	7.1211	-9.7097	5.4665	-12.7289	3.7922	-15.4749	1.6384	-17.6500	-1.3974	-19.0327	-5.4336	-19.9118	-9.7815	-21.1292	-13.2408	-22.6245	-16.0920	-24.5370	-18.3237	-26.5267	-20.4328	-28.4780	-22.5673	-30.2593	-24.8429	*	*	*	*	*	*	*	*	*	*	*	*	-37.5979	-43.2957	*	*
pl06	1.7530	21/02/2018 14:57:17	Mowie poto teraz	NONS_TT	74.6524	13.3438	15.2588	78.7054	-0.1907	0.2975	68.7971	-24.7765	26.6342	*	*	55.6691	-6.7613	53.3512	-4.5647	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.6713	5.4688	20.4865	6.3727	17.2113	7.6588	13.8111	8.9598	10.3389	9.7200	6.8714	9.8342	3.4122	9.6212	0.0109	9.0034	-3.2928	7.9944	-6.4995	6.7114	-9.6220	5.2516	-12.5797	3.4680	-15.3444	1.3848	-17.4927	-1.6727	-18.9427	-5.5761	-19.9686	-9.6998	-21.0649	-13.3253	-22.7239	-15.9728	-24.4173	-18.4551	-26.4163	-20.5438	-28.4272	-22.6140	-30.8346	-24.3584	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.7080	21/02/2018 14:57:17	Mowie poto teraz	peak1_TT	71.9313	78.3234	78.3958	78.8337	-21.5034	22.3198	71.8042	-54.0352	53.1616	*	*	55.5993	-6.8792	53.0430	-5.1414	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4705	4.2890	17.2894	5.5033	13.9683	7.0031	10.5061	8.3788	7.0094	9.0208	3.5181	9.1293	0.0481	8.8615	-3.3590	8.2085	-6.6931	7.2523	-9.9014	5.9360	-12.8647	4.0871	-15.6803	2.0372	-18.3544	-0.1656	-20.8735	-2.5190	-22.7416	-5.7089	-23.7782	-9.7648	-24.4828	-13.8637	-25.4365	-17.3367	-27.1095	-19.8471	-29.0589	-22.0326	-31.1035	-24.1319	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.7940	21/02/2018 14:57:17	Mowie poto teraz	peak2_TT	73.3323	-29.8271	29.8615	78.5728	-8.0376	7.7095	69.6437	25.1541	25.2686	*	*	55.0552	-7.7978	52.7496	-5.6903	50.4027	-3.5123	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4754	4.9263	17.2756	5.8854	13.9267	7.5214	10.4582	8.7630	6.9589	9.3186	3.4642	9.3798	0.0432	8.8802	-3.3239	8.0952	-6.7022	7.2778	-9.8945	5.9192	-12.9794	4.3360	-15.6399	1.9588	-18.1593	-0.5067	-20.2608	-3.4891	-21.6599	-7.2656	-22.7216	-11.1512	-23.6312	-14.8849	-25.0500	-17.7607	-27.1214	-19.8352	-29.0516	-22.0394	-30.8716	-24.3272	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.5618	21/02/2018 14:57:21	Mowie pugu teraz	closure_	75.1223	73.1525	75.2145	87.3621	25.2159	26.2569	66.3781	-47.3824	47.0553	*	*	57.6133	-3.4789	54.7841	-1.8836	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4856	6.2540	17.2066	7.7873	13.6622	10.8131	9.7314	14.5900	5.5554	17.5927	1.5464	18.2924	-2.4318	18.3409	-6.1973	17.3910	-9.6976	15.6467	-12.7376	12.8825	-14.4397	7.5070	-15.7746	2.2204	-16.3688	-3.6384	-17.5710	-7.7478	-18.7861	-11.4015	-20.2336	-14.4161	-21.1117	-17.9060	-21.8690	-21.2514	-22.9030	-24.0744	-25.1495	-25.6306	-28.3061	-26.4881	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.4640	21/02/2018 14:57:21	Mowie pugu teraz	GONS_TD	68.0386	-34.1835	36.9301	82.7545	14.8392	13.1454	68.9551	10.3531	10.7651	*	*	58.0149	-2.8010	53.8874	-3.5615	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4285	-1.1898	17.4973	-0.2276	14.3380	2.4019	10.8455	5.6586	6.9373	9.4459	3.0590	11.2627	-0.7925	12.0745	-4.4683	11.7972	-8.0590	11.0686	-11.5798	10.0467	-14.9659	8.6497	-17.6934	5.9470	-19.2112	1.3329	-19.8418	-4.1525	-20.2093	-9.3534	-21.5183	-12.7304	-22.7621	-15.9270	-23.8153	-19.1156	-24.5947	-22.3744	-25.7699	-25.0596	-27.4886	-27.1767	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl06	1.6015	21/02/2018 14:57:21	Mowie pugu teraz	max_TD	75.9161	-31.5609	29.4895	87.6842	-0.6847	0.3529	64.6211	-45.3663	45.6963	*	*	57.4901	-3.6869	54.3431	-2.7088	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.4888	6.6788	17.1347	9.7704	*	*	9.5370	16.1481	5.6722	16.9044	1.7626	17.2876	-2.0787	16.9911	-5.8476	16.2595	-9.0962	13.9664	-11.2536	9.2479	-12.7154	3.7627	-13.6919	-1.8247	-15.3194	-5.4737	-16.9167	-8.7838	-18.1945	-12.2531	-19.4457	-15.4500	-20.7799	-18.3038	-21.4205	-21.7435	-22.1101	-24.8712	-24.1865	-26.5167	-27.2633	-27.3665	-30.7272	-28.1182	*	*	*	*	*	*	*	*	*	*	*	*	*	*
