it12	1.4713	07/02/2018 13:21:29	Dico paca lentamente	closure_	80.0363	39.7929	42.3525	86.9640	100.4355	103.1187	61.7955	-17.7459	17.7308	55.1952	-17.4787	52.7560	-16.1768	49.9928	-15.4681	*	*	*	*	*	*	*	*	*	*	36.6600	-3.3452	*	*	*	*	*	*	*	*	*	*	*	*	15.5704	10.9010	11.9081	12.6957	8.0027	14.9355	4.0104	16.2835	-0.0038	16.9050	-3.8489	16.3955	-7.5440	15.2634	-11.1411	13.8544	-14.5101	11.9139	-17.7587	9.8223	-20.7089	7.2571	-22.3054	2.5102	-22.5555	-3.8033	-22.0810	-10.3560	-22.2098	-15.3155	-23.1769	-18.7543	-24.7747	-21.2477	-25.9899	-24.0295	-27.1430	-26.7363	-28.1152	-29.4829	-29.4233	-31.8627	-30.9649	-34.0366	-32.4674	-36.2380	-34.1018	-38.3742	-35.0160	-40.9160	-36.0725	-43.3583	-36.5712	-46.0224
it12	1.3520	07/02/2018 13:21:29	Dico paca lentamente	GONS_TD	65.6631	86.7615	85.0868	71.4040	37.5099	35.2058	59.7756	39.7301	39.8083	57.8833	-13.6935	53.8934	-14.4163	*	*	48.2536	-12.9678	*	*	*	*	*	*	*	*	*	*	*	*	*	*	27.7067	-3.1957	24.7387	-3.8174	21.8622	-4.1359	19.0278	-3.7668	16.1459	-3.0176	13.1933	-2.3443	10.1565	-1.6459	7.0460	-1.0783	3.8096	-0.3899	0.5403	-0.0413	-2.9273	0.5921	-6.3996	0.8155	-9.8788	0.7334	-13.0157	-0.3414	-15.5654	-2.6093	-17.8310	-5.2239	-19.9985	-7.8066	-22.3060	-10.0357	-23.9845	-13.0111	-24.9767	-16.6182	-25.5850	-20.3675	-25.8754	-24.1434	-26.6092	-27.2226	-27.2969	-30.1651	-28.0874	-32.8804	-29.1867	-35.2718	-31.3226	-36.9607	-33.3256	-38.8178	-35.6585	-40.5853	-37.0490	-42.9088	*	*
it12	1.5085	07/02/2018 13:21:29	Dico paca lentamente	max_TD	79.7821	-42.2211	40.8592	88.6740	-7.7248	4.9496	60.8929	-5.0259	5.6047	55.1952	-17.4787	52.6549	-16.3333	50.2054	-15.1051	*	*	*	*	*	*	*	*	*	*	36.9825	-2.1620	*	*	*	*	*	*	*	*	*	*	*	*	15.5373	11.7034	11.8327	13.5769	7.9143	15.6163	3.9364	16.7067	-0.1430	17.5361	-4.0281	17.0669	-7.7480	15.9119	-11.2748	14.2219	-14.6781	12.3194	-18.0595	10.4667	-20.8885	7.6016	-22.6830	3.1628	-22.8227	-3.3849	-22.2599	-10.1013	-21.8974	-15.7213	-22.7451	-19.2667	-24.1627	-21.9125	-25.4093	-24.6071	-26.9510	-26.9112	-28.0487	-29.5383	-29.6637	-31.6796	-32.2185	-33.1659	-34.9617	-34.6631	-36.0578	-37.2563	-35.7312	-40.5479	-35.3832	-43.6756	-34.9690	-46.6763
it12	1.5140	07/02/2018 13:21:29	Dico paca lentamente	NOFF_TD	79.5366	-47.3938	46.3638	88.5702	-19.7372	17.1432	60.8707	-2.3956	3.0098	55.2618	-17.3849	52.4929	-16.5841	*	*	*	*	*	*	*	*	*	*	*	*	37.0206	-2.0223	*	*	*	*	*	*	*	*	*	*	*	*	15.5652	11.0266	11.8509	13.3644	7.8937	15.7749	3.8985	16.9234	-0.1862	17.7323	-4.0594	17.1840	-7.7740	15.9943	-11.2878	14.2578	-14.6467	12.2437	-18.0205	10.3832	-20.8203	7.4707	-22.7333	3.2498	-22.8085	-3.4071	-22.3438	-9.9819	-21.9237	-15.6870	-23.0272	-18.9319	-24.5268	-21.5170	-25.7137	-24.3043	-27.0219	-26.8466	-28.0311	-29.5531	-29.8659	-31.5255	-32.5237	-32.9539	-35.3547	-34.4150	-35.9725	-37.3050	-35.3244	-40.7572	-34.3895	-44.1330	-33.9392	-47.0965
it12	1.4960	07/02/2018 13:21:29	Dico paca lentamente	NONS_TD	80.2396	-17.8871	15.6822	88.5953	31.2805	34.2636	61.1338	-11.7474	12.1517	55.0704	-17.6544	52.9726	-15.8416	50.6385	-14.3653	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	15.4851	12.9647	11.8007	13.9514	7.9560	15.2952	4.0083	16.2959	-0.0585	17.1531	-3.9646	16.8289	-7.6928	15.7364	-11.2487	14.1500	-14.7343	12.4551	-18.1229	10.6026	-21.0139	7.8422	-22.5638	2.9569	-22.8309	-3.3722	-22.0820	-10.3546	-21.8624	-15.7666	-22.2275	-19.8811	-23.4981	-22.6343	-24.8527	-25.1607	-26.8148	-27.0352	-28.0748	-29.5166	-29.2544	-31.9914	-31.5619	-33.6220	-34.0678	-35.2275	-36.1123	-37.2252	-36.4731	-40.1660	-37.3379	-42.7758	-37.0451	-45.8290
it12	1.4315	07/02/2018 13:21:29	Dico paca lentamente	peak1_TD	76.4855	124.2733	125.7629	81.1331	161.1290	161.2701	62.0632	7.7400	8.6164	54.5463	-18.3924	52.3815	-16.7564	49.7217	-15.9312	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	28.3161	1.3121	25.2717	2.0592	22.2054	3.2359	19.0539	6.2879	15.6582	8.7786	12.1475	9.8939	8.6842	9.6887	5.3115	8.8420	1.6730	9.3000	-1.9574	9.3121	-5.4880	8.7297	-8.9849	7.9248	-12.2972	6.5717	-15.5865	5.1674	-18.4724	2.9670	-20.6880	-0.2856	-22.3218	-4.1692	-22.9917	-9.0595	-23.9765	-13.0215	-24.4062	-17.2953	-25.5733	-20.3803	-26.7769	-23.2466	-28.0236	-25.9340	-29.0092	-28.7376	-29.9271	-31.4789	-30.7347	-34.1965	-31.4804	-36.8611	-32.8729	-39.0766	-34.2053	-41.3332	-36.0570	-43.3654	*	*
it12	1.5535	07/02/2018 13:21:29	Dico paca lentamente	peak2_TD	76.8627	-35.2535	36.6211	85.6661	-73.2269	73.3509	61.5933	13.9046	13.9904	55.8728	-16.5246	53.3269	-15.2932	*	*	*	*	*	*	*	*	*	*	*	*	37.4775	-0.3463	*	*	*	*	*	*	25.7140	6.9364	22.3638	6.6397	19.0550	6.7029	15.7042	7.6656	12.1935	9.3556	8.4346	11.6105	4.5044	13.4580	0.5697	14.3040	-3.2682	14.2211	-6.7562	12.7600	-10.1219	11.0515	-13.2391	8.8456	-16.3471	6.7973	-19.3848	4.7173	-21.7878	1.6155	-22.5814	-3.7627	-22.6912	-9.4873	-22.5238	-14.9079	-23.6852	-18.1510	-25.0768	-20.9196	-26.2635	-23.7573	-27.5123	-26.3999	-28.2612	-29.3612	-29.4508	-31.8418	-31.1447	-33.9118	-33.4205	-35.6362	-34.3780	-38.2164	-32.8019	-42.0555	-30.4433	-45.9494	-28.5389	-49.3005
it12	1.0876	07/02/2018 13:21:33	Dico pogo lentamente	closure_	70.8501	64.5144	65.5209	83.6064	95.6465	98.0213	59.5463	-27.9522	28.2567	54.4796	-18.4864	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	25.1214	0.4020	22.0588	0.0866	19.0387	0.4263	15.9541	1.6203	12.6792	3.6714	9.1191	6.3407	5.3043	8.8829	1.3926	10.5720	-2.7686	12.3499	-6.9676	13.4317	-11.0900	13.7137	-14.9688	13.0213	-18.1485	10.6574	-21.2070	8.2127	-23.9257	5.3109	-25.6896	1.1036	-25.6313	-5.3014	-24.3382	-12.5519	-23.1043	-18.8404	-23.1664	-22.9947	-24.2083	-25.8017	-25.5927	-28.1486	-26.4303	-30.8876	-27.5103	-33.3200	-27.1051	-36.7176	-26.7361	-39.8565	-25.6444	-43.2081	-25.3059	-45.9134	-25.4662	-48.2404	-26.5615	-50.1074
it12	0.9730	07/02/2018 13:21:33	Dico pogo lentamente	GONS_TD	64.0057	20.1969	19.8917	70.4987	31.7612	29.8843	59.5420	13.1989	12.5828	52.4809	-21.3008	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	27.0709	-7.8986	24.3807	-7.7644	21.7293	-6.9907	19.0226	-5.7629	16.2129	-4.6379	13.3207	-3.8346	10.3750	-3.3277	7.3706	-2.9349	4.1677	-2.0139	0.8087	-1.0467	-3.0990	1.1376	-6.8984	2.1871	-10.7195	2.7630	-13.9181	1.5924	-16.5240	-0.7704	-18.9349	-3.3158	-21.1815	-5.9545	-23.9879	-7.6412	-26.5401	-9.6926	-27.5044	-13.6182	-27.2966	-18.5084	-26.5213	-23.5009	-25.6913	-28.0588	-25.7398	-31.4632	-25.5024	-34.8496	-26.7151	-36.9885	-28.3844	-38.8159	-29.6139	-40.9393	-29.0996	-43.9609	-28.9475	-46.6380	-28.1641	-49.4534
it12	1.1225	07/02/2018 13:21:33	Dico pogo lentamente	max_TD	72.3401	24.0116	25.0130	85.2584	-6.5632	3.6354	58.8797	-8.8549	9.3861	53.8646	-19.3524	*	*	48.8202	-17.4710	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	22.1829	2.7536	19.0468	3.5299	15.8461	4.2333	12.4824	5.9752	8.8164	8.6712	4.9077	11.1517	0.8630	12.9737	-3.3171	14.4040	-7.6483	15.5948	-11.7744	15.5959	-15.3946	14.0492	-18.6430	11.7170	-21.7517	9.2575	-24.2660	5.8992	-25.5064	0.8168	-25.2073	-5.9050	-24.2107	-12.7173	-24.4885	-17.1976	-25.6733	-20.2717	-26.8725	-23.1515	-26.9258	-26.9341	-26.5726	-30.7690	-27.2948	-33.4842	-28.8159	-35.5293	-28.8701	-38.5092	-27.9331	-41.8999	-26.4927	-45.3027	-27.5138	-47.2979	-29.3347	-48.9757
