pl07	1.3857	16/03/2018 14:43:38	Mowie poko teraz	closure_	60.2136	-44.2939	44.8590	63.2344	-28.0650	29.6633	61.7715	24.5933	24.7062	35.4467	-5.8029	33.1448	-5.1984	30.8575	-4.6047	28.6396	-3.7982	26.4874	-2.6471	24.2719	-1.5627	22.0010	-0.5043	19.6555	0.3917	17.2667	1.3655	14.8147	2.3290	12.2929	3.3571	9.6863	4.4414	6.9890	5.4752	4.2230	6.2593	1.4093	6.7860	-1.3796	6.8134	-4.1012	6.3755	-6.7083	5.4774	-9.0561	3.8343	-11.2289	1.9095	-13.2813	-0.0906	-15.2950	-1.9817	-17.2415	-3.8544	-18.8261	-6.2405	-20.3727	-8.4955	-21.8110	-10.7566	-23.2762	-12.8404	-25.0382	-14.4527	-26.7319	-16.1257	*	*	*	*	*	*	*	*	*	*	-30.9505	-30.4048	-30.0712	-33.5044	-29.7511	-36.0441	-30.4634	-37.8762	-31.5064	-39.5212	*	*	*	*	*	*
pl07	1.4160	16/03/2018 14:43:38	Mowie poko teraz	GONS_TD	59.0632	-29.2625	29.6707	62.9655	25.2380	23.3250	62.4747	15.3599	15.8691	35.4010	-5.9149	32.9887	-5.6282	30.7013	-5.0938	28.4910	-4.3356	26.3403	-3.2746	24.2109	-1.8785	21.9537	-0.8143	19.6426	0.2773	17.2512	1.1531	14.8101	2.1922	12.2942	3.1386	9.7059	4.0100	7.0364	4.9179	4.2686	5.8940	1.4078	6.7950	-1.4552	7.1808	-4.2112	6.8203	-6.8395	5.9305	-9.2741	4.4895	-11.5785	2.8368	-13.6216	0.7143	-15.5487	-1.4418	-17.5473	-3.2653	-19.2235	-5.5433	-20.9714	-7.5353	-22.6061	-9.5867	-24.4085	-11.3078	-26.5582	-12.5564	-28.6071	-13.9663	*	*	*	*	*	*	*	*	*	*	*	*	-31.6501	-32.4700	-30.6616	-35.4976	-30.4694	-37.8729	-30.9239	-39.8112	*	*	*	*	*	*
pl07	1.4045	16/03/2018 14:43:38	Mowie poko teraz	max_TD	59.4561	-33.8259	34.3027	62.9057	5.3759	3.5238	62.2343	19.9909	20.3485	35.3352	-6.0759	32.9788	-5.6554	30.7134	-5.0557	28.5407	-4.1559	26.3932	-3.0491	24.2119	-1.8732	21.9473	-0.8561	19.6359	0.2172	17.2480	1.1093	14.8092	2.1647	12.2943	3.1242	9.7024	4.0878	7.0235	5.0688	4.2562	5.9928	1.4300	6.6606	-1.3882	6.8554	-4.1253	6.4732	-6.7475	5.6130	-9.1543	4.1294	-11.4407	2.4713	-13.5330	0.5047	-15.5638	-1.4098	-17.6372	-3.0921	-19.2573	-5.4840	-20.8718	-7.6950	-22.3570	-9.9531	-23.8520	-12.0611	-25.8277	-13.4677	-27.7562	-14.9461	*	*	*	*	*	*	*	*	*	*	*	*	-30.9788	-32.9098	-30.2110	-35.7681	-30.5425	-37.8329	-31.3111	-39.6185	*	*	*	*	*	*
pl07	1.4150	16/03/2018 14:43:38	Mowie poko teraz	NOFF_TD	59.0975	-29.6707	30.1247	62.9486	23.3250	21.4310	62.4555	15.8691	16.3651	35.4732	-5.7382	33.0351	-5.5004	30.7280	-5.0101	28.4996	-4.3046	26.3408	-3.2723	24.2088	-1.8892	21.9516	-0.8282	19.6404	0.2573	17.2493	1.1270	14.8095	2.1728	12.2942	3.1341	9.7059	4.0101	7.0361	4.9206	4.2710	5.8742	1.4144	6.7548	-1.4442	7.1271	-4.1955	6.7568	-6.8250	5.8806	-9.2572	4.4386	-11.5672	2.8067	-13.6102	0.6874	-15.5337	-1.4737	-17.5422	-3.2751	-19.1983	-5.5876	-20.9494	-7.5706	-22.5905	-9.6096	-24.3943	-11.3271	-26.5596	-12.5546	-28.6259	-13.9447	*	*	*	*	*	*	*	*	*	*	*	*	-31.6391	-32.4772	-30.6731	-35.4907	-30.4948	-37.8590	-30.9065	-39.8198	*	*	*	*	*	*
pl07	1.4745	16/03/2018 14:43:38	Mowie poko teraz	peak1_TD	58.4668	21.1287	19.9299	67.6768	98.1026	98.2666	62.2883	-16.3755	16.1457	32.7010	-12.5234	30.9934	-11.1203	29.6180	-8.4861	28.2405	-5.2418	26.7151	-1.6761	24.7722	1.0262	22.5048	2.7945	20.1096	4.4242	17.6081	6.0510	14.9929	7.6699	12.2592	8.9420	9.4388	9.8862	6.5232	10.9534	3.5033	12.0235	0.4043	12.8733	-2.6675	13.0706	-5.5050	12.0529	-8.1037	10.2979	-10.4567	8.0442	-12.6280	5.6203	-14.5992	3.0270	-16.1788	-0.1012	-17.6647	-3.0391	-18.8486	-6.2009	-20.2613	-8.6743	-22.0727	-10.3715	-24.0283	-11.8224	-26.0226	-13.2245	-27.9521	-14.7205	*	*	*	*	*	*	*	*	*	*	*	*	-32.2918	-32.0496	-31.0793	-35.2469	-31.6871	-37.2058	*	*	*	*	*	*	*	*
pl07	1.4745	16/03/2018 14:43:38	Mowie poko teraz	peak2_TD	58.4668	21.1287	19.9299	67.6768	98.1026	98.2666	62.2883	-16.3755	16.1457	32.7010	-12.5234	30.9934	-11.1203	29.6180	-8.4861	28.2405	-5.2418	26.7151	-1.6761	24.7722	1.0262	22.5048	2.7945	20.1096	4.4242	17.6081	6.0510	14.9929	7.6699	12.2592	8.9420	9.4388	9.8862	6.5232	10.9534	3.5033	12.0235	0.4043	12.8733	-2.6675	13.0706	-5.5050	12.0529	-8.1037	10.2979	-10.4567	8.0442	-12.6280	5.6203	-14.5992	3.0270	-16.1788	-0.1012	-17.6647	-3.0391	-18.8486	-6.2009	-20.2613	-8.6743	-22.0727	-10.3715	-24.0283	-11.8224	-26.0226	-13.2245	-27.9521	-14.7205	*	*	*	*	*	*	*	*	*	*	*	*	-32.2918	-32.0496	-31.0793	-35.2469	-31.6871	-37.2058	*	*	*	*	*	*	*	*
pl07	0.9990	16/03/2018 14:43:42	Mowie podo teraz	closure_	67.8024	83.0239	83.5607	64.4307	38.0615	38.1374	61.7230	-59.5217	58.7228	39.9065	5.1128	37.0188	5.4648	33.8462	4.7548	30.6936	3.6321	27.7103	2.5684	24.9865	2.1348	22.4463	2.4114	19.9165	2.7096	17.3917	3.0802	14.8530	3.4774	12.2887	4.0492	9.6808	4.5620	6.9834	5.5406	4.2156	6.3181	1.3880	6.9148	-1.4621	7.2142	-4.1941	6.7512	-6.8580	5.9946	-9.3901	4.8383	-11.7068	3.1770	-13.7602	1.0423	-15.5300	-1.4817	-17.3329	-3.6783	-19.0688	-5.8147	-20.7994	-7.8112	-22.5541	-9.6632	-24.0365	-11.8113	-25.7678	-13.5425	-27.7476	-14.9561	*	*	*	*	*	*	*	*	*	*	-33.0751	-28.8901	-31.1609	-32.7905	-29.8016	-36.0138	-30.4180	-37.9011	-31.4955	-39.5267	*	*	*	*	*	*
pl07	1.0650	16/03/2018 14:43:42	Mowie podo teraz	GONS_TT	70.5664	-14.9536	13.2370	65.8296	-4.8256	3.9177	58.4064	-2.7885	4.4785	40.3645	6.2339	37.6354	7.1620	34.8013	7.7458	31.6268	7.0080	28.4867	5.8798	25.4635	4.6029	22.6143	3.5121	20.0371	3.7806	17.4709	4.1675	14.8870	4.4973	12.2834	4.9293	9.6474	5.2956	6.9773	5.6128	4.2597	5.9653	1.5308	6.0496	-1.1910	5.8972	-3.8107	5.2005	-6.2584	3.9234	-8.5813	2.4070	-10.8201	0.8253	-12.9329	-0.9148	-15.0094	-2.5893	-16.7168	-4.8655	-17.7595	-8.1113	-18.8697	-10.9060	-20.0915	-13.2867	-21.7753	-14.8720	-23.8165	-15.9768	-26.0129	-16.9536	-28.3751	-17.8339	*	*	*	*	*	*	*	*	*	*	-32.5717	-31.8663	-31.3071	-35.1102	-30.4298	-37.8947	-30.4871	-40.0285	-31.1031	-41.8337	-31.8356	-43.5768	*	*
pl07	1.0585	16/03/2018 14:43:42	Mowie podo teraz	max_TT	70.6701	-5.2814	3.4618	65.8599	0.2193	1.1349	58.4151	-12.2595	13.9904	40.4097	6.3443	37.6861	7.3016	34.8428	7.8759	31.6486	7.0868	28.4920	5.9022	25.4568	4.5679	22.6143	3.5121	20.0362	3.7726	17.4679	4.1268	14.8850	4.4359	12.2840	4.8388	9.6500	5.2398	6.9768	5.6184	4.2566	5.9902	1.5168	6.1344	-1.2027	5.9540	-3.8352	5.2995	-6.2983	4.0609	-8.6238	2.5350	-10.8800	0.9841	-12.9537	-0.8656	-14.9988	-2.6118	-16.6640	-4.9672	-17.7116	-8.1954	-18.8141	-10.9953	-19.9660	-13.4713	-21.5830	-15.1322	-23.5285	-16.3361	-25.7475	-17.2592	-28.1321	-18.0925	*	*	*	*	*	*	*	*	*	*	-32.4618	-31.9383	-31.3182	-35.1035	-30.6451	-37.7767	-30.7770	-39.8843	-31.3207	-41.7359	-31.8988	-43.5513	*	*
pl07	1.0640	16/03/2018 14:43:42	Mowie podo teraz	NOFF_TT	70.5892	-13.2370	11.5013	65.8368	-3.9177	3.0403	58.4017	-4.4785	6.1913	40.3715	6.2509	37.6432	7.1835	34.8077	7.7659	31.6301	7.0201	28.4875	5.8833	25.4625	4.5975	22.6143	3.5121	20.0370	3.7794	17.4704	4.1612	14.8867	4.4878	12.2835	4.9153	9.6478	5.2870	6.9772	5.6137	4.2592	5.9691	1.5287	6.0626	-1.1928	5.9059	-3.8144	5.2157	-6.2646	3.9445	-8.5878	2.4267	-10.8293	0.8497	-12.9361	-0.9072	-15.0078	-2.5928	-16.7087	-4.8811	-17.7522	-8.1242	-18.8612	-10.9198	-20.0722	-13.3151	-21.7457	-14.9120	-23.7722	-16.0321	-25.9721	-17.0006	-28.3378	-17.8737	*	*	*	*	*	*	*	*	*	*	-32.5547	-31.8774	-31.3088	-35.1092	-30.4629	-37.8765	-30.5317	-40.0063	-31.1365	-41.8187	-31.8454	-43.5728	*	*
