pl05	1.4988	26/05/2017 18:28:59	Mowie pata teraz	closure_	68.4692	42.3764	42.9759	72.7275	-15.5495	15.9660	70.3779	-15.5495	15.9660	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.7709	4.8678	21.3653	5.0550	18.9642	5.2315	16.5506	5.0882	14.1548	5.2379	11.7492	5.3897	9.3190	5.6765	6.8598	5.9416	4.3522	6.2983	1.8043	6.6050	-0.7424	6.6551	-3.2783	6.4941	-5.8012	6.1726	-8.2663	5.5843	-10.7043	4.8813	-13.1094	4.0655	-15.4520	3.0842	-17.7879	2.0821	-19.9929	0.8143	-21.9978	-0.7905	-23.9059	-2.4991	-25.5623	-4.5281	-26.9899	-6.7838	-28.4242	-8.9170	-29.7842	-11.0513	-31.2017	-13.0400	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.4090	26/05/2017 18:28:59	Mowie pata teraz	GONS_TT	64.1709	5.0278	3.1242	73.4767	-5.3902	5.7602	71.4577	-5.3902	5.7602	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.7471	-0.6052	18.5600	-0.2258	16.3591	0.1902	14.1352	0.5804	11.8844	0.9785	9.6085	1.2628	7.3207	1.3653	5.0074	1.4831	2.6808	1.5021	0.3391	1.4521	-2.2489	2.2841	*	*	-8.2958	5.6767	-11.4453	6.9473	-14.3613	7.2067	-16.6443	5.7970	-18.7895	4.1611	-20.8358	2.4184	-22.8856	0.7647	-24.8376	-0.9915	-26.4559	-3.1890	-27.8896	-5.5323	-29.0081	-8.1618	-29.7855	-11.0497	-30.7553	-13.5410	-31.8477	-15.7814	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.5975	26/05/2017 18:28:59	Mowie pata teraz	max_TT	69.9597	-0.4292	0.2670	75.2708	20.2389	21.4558	71.3067	20.2389	21.4558	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.9466	6.0818	21.5003	6.2907	19.0531	6.4324	16.6042	6.4608	14.1623	7.0109	11.6762	7.7687	9.1206	8.7008	6.4780	9.7322	3.8250	10.1735	1.1444	10.4473	-1.5093	10.3442	-4.1232	9.9495	-6.7119	9.4042	-9.2342	8.6108	-11.7088	7.6818	-14.1274	6.6197	-16.4782	5.4190	-18.7385	4.0553	-20.8119	2.3728	-22.7750	0.5710	-24.4687	-1.5884	-26.0596	-3.7829	-27.6160	-5.9129	-29.1086	-8.0318	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.6000	26/05/2017 18:28:59	Mowie pata teraz	NOFF_TT	69.9592	-0.6599	0.4921	75.3007	18.3640	19.6266	71.3513	18.3640	19.6266	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.9371	6.0167	21.4939	6.2327	19.0499	6.3898	16.6027	6.4213	14.1617	6.8808	11.6827	7.5579	9.1375	8.4433	6.5057	9.4572	3.8507	9.9842	1.1592	10.3613	-1.5011	10.3049	-4.1217	9.9433	-6.7119	9.4042	-9.2378	8.6221	-11.7176	7.7066	-14.1386	6.6478	-16.4966	5.4611	-18.7731	4.1271	-20.8816	2.5055	-22.8934	0.7785	-24.6089	-1.3615	-26.2130	-3.5529	-27.7621	-5.7096	-29.2329	-7.8710	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.5570	26/05/2017 18:28:59	Mowie pata teraz	NONS_TT	69.8332	10.6239	10.9940	73.3572	39.5279	38.9595	69.7124	39.5279	38.9595	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.8963	5.7343	21.4589	5.9113	19.0213	6.0029	16.5898	6.0909	14.1595	6.3480	11.7066	6.7803	9.2093	7.3491	6.6704	7.8222	4.1073	8.0987	1.5401	8.1436	-0.9898	7.8451	-3.5063	7.4266	-5.9946	6.8588	-8.4355	6.1136	-10.8475	5.2806	-13.2192	4.3408	-15.5241	3.2484	-17.7640	2.0325	-19.9626	0.7566	-21.9204	-0.9261	-23.6932	-2.8432	-25.3198	-4.8916	-26.8111	-7.0325	-28.3693	-8.9881	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.4640	26/05/2017 18:28:59	Mowie pata teraz	peak1_TT	66.6682	55.5801	55.6221	73.6203	-11.8980	11.5013	72.5478	-11.8980	11.5013	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.4877	2.9093	21.1497	3.0810	18.8109	3.1628	16.4753	3.1628	14.1459	3.1224	11.8195	3.0959	9.4938	3.0123	7.1697	2.8639	4.8523	2.6229	2.4899	2.6136	-0.0209	3.1842	-2.7727	4.4262	-5.6454	5.6197	-8.6005	6.6293	-11.4742	7.0279	-13.9915	6.2788	-16.4685	5.3971	-18.8681	4.3243	-21.1636	3.0421	-23.3881	1.6450	-25.4261	-0.0392	-27.1467	-2.1537	-28.5290	-4.6428	-29.8380	-7.0883	-30.8600	-9.7558	-31.9164	-12.2379	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.6175	26/05/2017 18:28:59	Mowie pata teraz	peak2_TT	69.9397	-1.7567	1.7796	75.3408	-6.2523	4.9267	71.6819	-6.2523	4.9267	*	*	*	*	*	*	*	*	*	*	*	*	*	*	23.9006	5.7642	21.4627	5.9464	19.0271	6.0819	16.5905	6.1086	14.1589	6.2163	11.7145	6.5206	9.2172	7.2282	6.6392	8.1323	3.9933	8.9361	1.2788	9.6648	-1.3825	9.7343	-4.0156	9.5095	-6.6170	9.0674	-9.1731	8.4198	-11.6948	7.6429	-14.1357	6.6406	-16.5378	5.5548	-18.8875	4.3645	-21.1574	3.0304	-23.3579	1.5921	-25.1686	-0.4558	-26.8320	-2.6253	-28.3375	-4.9092	-29.7328	-7.2244	-31.3978	-9.1080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.3178	26/05/2017 18:29:03	Mowie paga teraz	closure_	67.8311	24.5262	24.6300	86.8478	95.4201	97.7440	66.3582	95.4201	97.7440	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	18.7917	2.9025	16.4900	3.5386	14.1564	5.6187	11.6783	7.7029	8.9999	10.5398	6.0976	13.5097	3.0150	16.1264	-0.1212	17.8162	-3.4917	19.8813	-6.7318	20.6179	-9.8014	20.3683	-12.5542	18.9923	-15.2074	17.4358	-17.4653	14.9949	-19.3118	11.8661	-20.0794	6.8384	-21.2796	3.2629	-22.4233	-0.0451	-23.0968	-3.8083	-23.9026	-7.0155	-24.7189	-9.9430	-25.6736	-12.4748	-26.9228	-14.4972	-28.1275	-16.4901	-29.5452	-18.1909	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.1920	26/05/2017 18:29:03	Mowie paga teraz	GONS_TD	65.2975	18.8904	18.3716	72.0216	34.0309	31.6200	71.6663	34.0309	31.6200	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	20.9371	1.1341	18.6796	1.3895	16.4146	1.6090	14.1403	1.7931	11.8511	2.0644	9.5469	2.2026	7.2231	2.3338	4.8779	2.4350	2.4993	2.5586	0.1150	2.5303	-2.2461	2.2727	-4.8825	2.9122	-7.6780	3.7448	-10.5362	4.4128	-13.4748	4.9823	-16.0963	4.5503	-18.2471	3.0353	-20.2882	1.3763	-22.2268	-0.3894	-24.2445	-1.9511	-26.1325	-3.6736	-27.9065	-5.5087	-29.4415	-7.6011	-30.7249	-9.9185	-31.8495	-12.3130	-32.9443	-14.6339	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
pl05	1.3505	26/05/2017 18:29:03	Mowie paga teraz	max_TD	68.6817	7.8907	8.5411	88.4952	-9.2201	5.4283	63.2109	-9.2201	5.4283	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	21.1922	3.4704	18.8723	3.9907	16.5431	4.8971	14.1617	6.8908	11.5697	11.2453	8.7922	13.7060	5.5607	18.8410	2.5537	19.5168	-0.6048	20.6322	-3.8094	21.4095	-7.1022	22.1327	-10.3100	22.1729	-13.4074	21.6599	-15.9033	19.3760	-17.8798	16.0350	-18.8660	10.8518	-18.9848	4.5665	-18.8859	-1.2923	-19.1167	-5.8379	-20.3070	-8.3224	-21.6755	-10.3532	-22.8924	-12.4838	-24.3383	-14.2020	-26.4993	-15.0072	-28.0353	-16.5936	-29.6568	-18.0740	-31.3675	-19.4723	*	*	*	*	*	*	*	*	*	*	*	*	*	*
