it04	1.2807	11/06/2017 08:37:57	Dico paga lentamente	closure_	66.0382	35.2534	35.0254	80.8625	39.7312	41.0267	58.4355	-79.8183	79.9867	*	*	*	*	29.8480	10.0056	27.8877	10.2519	25.9228	10.4410	23.9792	10.8809	22.0038	11.0222	20.0331	11.5504	18.0294	12.2715	15.9630	13.3978	13.7458	15.5743	11.3501	18.1051	8.8284	20.3102	6.3282	21.4507	3.6408	23.0589	1.0694	23.5902	-1.4835	23.7916	-3.8292	23.1036	-6.3691	23.0097	-8.6536	22.0827	-11.2871	22.0544	-13.2569	20.3433	-15.1507	18.5814	-15.9925	14.8426	-16.5522	10.9603	-17.1842	7.5803	-17.4799	3.9612	-17.9634	0.9399	-18.8757	-1.2451	-19.3775	-3.8454	-19.6617	-6.5442	-20.0792	-8.9086	-20.6650	-10.9529	-21.3820	-12.7652	-22.1876	-14.4241	-22.3100	-16.6579	-21.7629	-19.3537	*	*	-19.6709	-25.0100	-18.8723	-27.3767	-19.1223	-28.8970	-19.7457	-30.1396
it04	1.3180	11/06/2017 08:37:57	Dico paga lentamente	GONS_TD	67.1081	15.8195	16.4986	81.3382	-17.9253	16.3918	55.8718	-33.7391	35.7742	*	*	*	*	*	*	*	*	26.0932	12.0021	24.1099	12.5458	22.1098	13.2268	20.0833	14.3833	17.9811	16.1044	15.7632	18.0494	13.3882	20.4466	10.8628	22.7931	8.2971	24.2541	5.7277	25.0735	3.1875	25.3596	0.7777	24.8652	-1.6165	24.3016	-4.1175	24.0857	-6.4330	23.2052	-8.6648	22.1137	-10.9483	21.1975	-12.6964	19.0427	-13.5658	15.1902	-14.4633	11.8136	-15.0333	8.1657	-15.0839	3.9807	-15.4578	0.7250	-16.2063	-1.6910	-16.5491	-4.5099	-17.0004	-6.9756	-17.5401	-9.1688	-17.8990	-11.4443	-18.5840	-13.2299	-19.5362	-14.6657	-20.5312	-16.0292	-20.5135	-18.2962	-20.0173	-20.8512	-19.3688	-23.3701	-18.0755	-26.2187	-16.7356	-28.8958	-17.2464	-30.1468	-17.5361	-31.5168
it04	1.3085	11/06/2017 08:37:57	Dico paga lentamente	max_TD	66.9002	21.9479	22.7051	81.4544	-4.4479	2.8172	56.3023	-49.8657	51.5985	*	*	*	*	*	*	*	*	26.1018	12.0814	24.1066	12.5028	22.1043	13.1120	20.0773	14.0448	17.9869	15.6476	15.7841	17.5645	13.4163	20.0630	10.8890	22.5412	8.3074	24.1782	5.7048	25.2119	3.1273	25.6648	0.7313	25.0685	-1.6756	24.5279	-4.1709	24.2676	-6.5466	23.5529	-8.8704	22.6837	-11.1876	21.8028	-13.0776	19.9274	-14.1079	16.3501	-14.7954	12.4713	-15.3017	8.6594	-15.4481	4.6048	-15.7107	1.1297	-16.4523	-1.3227	-17.0281	-3.8378	-17.4584	-6.3724	-17.9580	-8.6519	-18.3513	-10.9183	-18.9639	-12.8141	-19.8537	-14.3389	-20.8079	-15.7610	-20.9099	-17.9346	-20.4487	-20.4811	-19.7907	-23.0298	-18.5584	-25.8529	-17.4422	-28.3935	-17.7991	-29.7785	-18.2091	-31.0974
it04	1.3160	11/06/2017 08:37:57	Dico paga lentamente	NOFF_TD	67.0593	17.1890	17.8795	81.3787	-14.8392	13.2713	55.9625	-37.7483	39.6767	*	*	*	*	*	*	*	*	26.0901	11.9743	24.1069	12.5077	22.1078	13.1849	20.0831	14.3715	17.9798	16.2130	15.7546	18.2501	13.3682	20.7189	10.8291	23.1170	8.2608	24.5235	5.6994	25.2441	3.1637	25.4802	0.7688	24.9043	-1.6298	24.3525	-4.1474	24.1874	-6.4652	23.3037	-8.6994	22.2096	-10.9949	21.3155	-12.7705	19.2147	-13.5766	15.2134	-14.4762	11.8391	-15.0525	8.2010	-15.0563	3.9334	-15.3660	0.5781	-16.1635	-1.7551	-16.5141	-4.5591	-16.9733	-7.0113	-17.5624	-9.1412	-17.9532	-11.3813	-18.6394	-13.1693	-19.5896	-14.6108	-20.5801	-15.9818	-20.5339	-18.2775	-20.0196	-20.8492	-19.3608	-23.3765	-18.0567	-26.2330	-16.7148	-28.9106	-17.2579	-30.1391	-17.5541	-31.5056
it04	1.2990	11/06/2017 08:37:57	Dico paga lentamente	NONS_TD	66.6480	29.5486	30.1819	81.4052	12.8136	14.4691	56.9900	-66.0305	67.2970	*	*	*	*	*	*	*	*	26.1177	12.2267	24.1066	12.5028	22.1000	13.0235	20.0698	13.6181	17.9965	14.8871	15.8242	16.6306	13.4829	19.1557	10.9733	21.7304	8.3746	23.6791	5.7166	25.1405	3.0837	25.8864	0.6835	25.2772	-1.7334	24.7493	-4.1967	24.3555	-6.6480	23.8631	-9.0889	23.2893	-11.4325	22.4222	-13.4680	20.8333	-14.8031	17.8377	-15.2120	13.2965	-15.6253	9.2549	-15.9668	5.4937	-16.1786	1.8786	-16.8386	-0.7443	-17.7085	-2.8829	-18.0997	-5.5280	-18.4732	-8.0145	-18.8644	-10.3215	-19.3804	-12.3585	-20.1911	-13.9914	-21.0985	-15.4795	-21.3999	-17.4879	-21.0114	-19.9984	*	*	-19.2199	-25.3517	-18.4002	-27.7124	-18.5073	-29.3067	-19.0654	-30.5636
it04	1.2445	11/06/2017 08:37:57	Dico paga lentamente	peak1_TD	64.7579	14.6446	14.0705	78.7105	64.7812	64.8346	61.2757	-62.6745	61.8477	*	*	*	*	*	*	27.9774	10.8930	25.9686	10.8610	23.9782	10.8689	22.0563	12.1154	20.0550	12.7874	18.0079	13.9839	15.8861	15.1899	13.6844	16.4104	11.3657	17.9555	8.6863	21.3650	6.1409	22.5804	3.5348	23.5972	1.1431	23.2682	-1.2723	22.9821	-3.5393	22.1162	-5.4647	20.2425	-7.7100	19.4671	-9.9929	18.7812	-12.0835	17.6203	-14.0770	16.2840	-15.9732	14.8043	-17.1025	11.9728	-18.0850	9.1241	-19.0154	6.4185	-19.5847	3.3675	-20.0103	0.3469	-20.6805	-2.1296	-21.2457	-4.5847	-21.7766	-6.9343	-22.4189	-9.0339	-23.3907	-10.6970	-24.2981	-12.3790	-24.3996	-14.7524	*	*	-22.4525	-20.8831	-21.0880	-23.9364	-20.0004	-26.5747	-19.8996	-28.3790	-20.4878	-29.6770
it04	1.3685	11/06/2017 08:37:57	Dico paga lentamente	peak2_TD	67.3246	31.2176	29.9358	78.5835	-57.5848	57.6706	57.1651	58.7950	57.9634	*	*	*	*	*	*	28.0080	11.1120	26.0469	11.5783	24.0707	12.0468	22.0860	12.7323	20.0685	13.5486	18.0057	14.1557	15.9063	14.7180	13.7239	15.8723	11.4214	17.4196	8.9926	19.0913	6.4551	20.6848	3.8937	21.7756	1.4215	22.0514	-0.9220	21.6397	-3.2389	21.0928	-5.5464	20.4925	-7.7916	19.6932	-9.9062	18.5619	-11.9837	17.3887	-13.1866	14.3788	-14.1969	11.2858	-14.9656	8.0411	-15.5830	4.8360	-16.1445	1.8240	-17.3062	-0.0442	-18.2801	-2.0809	-18.7433	-4.6805	-19.0401	-7.3132	-19.3298	-9.7801	-19.5450	-12.1783	-20.1743	-14.0088	-21.0465	-15.5298	-22.2655	-16.6985	-22.2812	-18.9092	*	*	-20.0370	-24.7327	-19.0723	-27.2345	-17.5869	-29.9199	-17.7943	-31.3559
it04	1.1853	11/06/2017 08:38:02	Dico poto lentamente	closure_	70.7471	81.2159	83.5168	75.0766	-3.4106	3.3153	56.8283	-41.3439	41.4026	*	*	*	*	*	*	28.8574	17.1815	26.6717	17.3028	24.4850	17.3215	22.2987	17.1553	20.1284	16.9225	17.9739	16.6797	15.8285	16.5304	13.6691	16.6184	11.4689	16.9627	9.2322	17.3128	6.9524	17.6843	4.6288	18.0454	2.3195	18.1258	0.0470	17.9256	-2.2143	17.6030	-4.4749	17.2138	-6.5928	16.3699	-8.7045	15.5228	-10.6756	14.3530	-12.2800	12.4390	-13.6603	10.2230	-14.9333	7.9817	-16.0919	5.7083	-17.0948	3.3448	-17.9056	0.8533	-18.2783	-2.0834	-18.5597	-4.9222	-18.6775	-7.7618	-18.8529	-10.3348	-19.5627	-12.1590	-20.6474	-13.5216	-21.6414	-14.9534	-23.0347	-15.9971	-24.7222	-16.8152	-25.9868	-18.0327	*	*	*	*	-27.3219	-23.4340	-27.2641	-25.4533
it04	1.0840	11/06/2017 08:38:02	Dico poto lentamente	GONS_TT	60.3203	10.4389	8.5716	71.6943	81.0738	81.3446	59.0515	-7.1259	6.9466	*	*	*	*	*	*	27.3408	6.3441	25.4661	6.2562	23.5993	6.0447	21.7571	5.8924	19.9312	5.8024	18.1102	5.8633	16.2680	6.2991	14.3904	6.7912	12.4926	7.1146	10.5782	7.3216	8.6494	7.4446	6.6542	7.7676	4.4745	8.7059	2.1547	9.8475	-0.5665	11.9899	-3.4151	13.9711	-6.2256	15.3520	-8.6991	15.5091	-11.0562	15.2363	-12.8803	13.7234	-14.6434	12.1701	-16.1436	10.2085	-17.5043	8.1290	-18.5542	5.6804	-19.2731	2.9009	-19.9414	0.2503	-20.4357	-2.4518	-20.4560	-5.5617	-20.5393	-8.3734	-20.8053	-10.7994	-21.0320	-13.1256	-21.8278	-14.7727	-23.0963	-15.9409	-24.3318	-17.1501	-25.5132	-18.4147	-26.6931	-19.6899	*	*	*	*	-29.7625	-23.8961
it04	1.2255	11/06/2017 08:38:02	Dico poto lentamente	max_TT	71.7059	-3.5572	1.9760	75.2057	5.5370	5.2757	55.3980	-14.2078	15.2988	*	*	*	*	*	*	28.8580	17.1857	26.6755	17.3373	24.4923	17.4142	22.3104	17.3977	20.1353	17.3148	17.9672	17.2105	15.8006	17.1798	13.6261	17.2054	11.4358	17.2807	9.2166	17.4291	6.9459	17.7234	4.6232	18.0739	2.2712	18.3371	-0.0865	18.4375	-2.3821	18.1743	-4.6128	17.6360	-6.6466	16.5191	-8.5086	15.0273	-10.0277	12.8495	-11.4574	10.6787	-12.4428	7.8112	-13.5690	5.4715	-14.7226	3.3615	-16.0777	1.7172	-17.2760	-0.0894	-17.8278	-2.7156	-18.1081	-5.5169	-18.2827	-8.2501	-18.0251	-11.2977	-18.2278	-13.6196	-19.3129	-14.8956	-20.4909	-16.0683	-21.5638	-17.3383	-23.0529	-18.2472	*	*	*	*	*	*	-25.0514	-24.9467	-25.1628	-26.7631
