it07	0.9800	28/07/2017 15:38:24	Dico pata lentamente	closure_	76.7035	104.2778	106.9930	73.4786	22.0676	21.9690	70.5250	-15.3387	15.5223	33.2891	-8.3712	30.9805	-7.7793	28.6462	-7.3053	26.2979	-6.9149	23.9083	-6.8060	21.4900	-7.0501	19.0726	-7.6308	16.6931	-8.3938	14.3621	-9.3409	12.0935	-10.2949	9.8805	-11.1330	7.7066	-11.8046	5.5563	-12.3710	3.4084	-12.7580	1.2451	-12.9842	-0.9320	-13.1652	-3.1308	-13.2997	-5.3536	-13.4203	-7.5439	-13.7525	-9.7377	-14.1271	-11.9486	-14.5051	-14.1124	-15.0680	-16.2424	-15.7525	-18.3972	-16.4074	-20.4838	-17.2425	-22.5159	-18.2027	-24.5105	-19.2391	-26.4537	-20.3707	-28.2037	-21.8066	-29.8248	-23.4022	-31.2099	-25.2793	-32.4553	-27.2659	-33.6421	-29.2481	-34.7373	-31.2637	-35.8883	-33.1499	-37.2354	-34.7875	-38.8794	-36.1281	-40.7065	-37.3279	-42.3842	-38.6977	-43.9920	-40.1539	*	*	*	*
it07	1.0170	28/07/2017 15:38:24	Dico pata lentamente	GONS_TT	78.3839	-20.0577	17.1242	74.3344	32.8102	32.1579	70.0956	-2.1935	2.5330	33.4905	-7.6658	31.2046	-6.8940	28.8767	-6.2625	26.5007	-5.8439	24.1047	-5.5639	21.6646	-5.6775	19.2135	-6.1709	16.7930	-6.8810	14.4151	-7.8500	12.1015	-8.7572	9.8390	-9.4807	7.6169	-10.1878	5.4126	-10.6988	3.2116	-11.0703	1.0077	-11.3747	-1.2062	-11.6297	-3.4188	-11.9285	-5.6407	-12.2337	-7.8732	-12.5522	-10.0712	-13.0415	-12.2381	-13.6555	-14.3852	-14.3404	-16.4799	-15.1731	-18.4953	-16.1873	-20.5007	-17.2076	-22.5017	-18.2299	-24.4288	-19.3850	-26.2597	-20.6940	-27.9534	-22.1962	-29.5112	-23.8593	-30.9402	-25.6480	-32.2577	-27.5194	-33.4434	-29.4877	-34.5643	-31.4599	-35.8063	-33.2374	-37.4512	-34.5708	-39.3675	-35.6667	-41.4684	-36.6504	*	*	*	*	-45.5172	-41.6977	-46.1968	-43.8506
it07	1.0125	28/07/2017 15:38:24	Dico pata lentamente	max_TT	78.4809	-9.4280	6.1951	74.2421	30.6625	30.0980	70.0841	-3.4447	3.8261	33.5292	-7.5304	31.2480	-6.7223	28.9217	-6.0592	26.5577	-5.5435	24.1530	-5.2585	21.7197	-5.2447	19.2603	-5.6860	16.8219	-6.4422	14.4258	-7.5513	12.1026	-8.5496	9.8379	-9.4367	7.6218	-10.2763	5.4233	-10.8228	3.2247	-11.1822	1.0270	-11.5052	-1.1815	-11.7684	-3.3898	-12.0663	-5.6131	-12.3479	-7.8434	-12.6608	-10.0381	-13.1492	-12.2106	-13.7361	-14.3654	-14.3931	-16.4609	-15.2195	-18.5096	-16.1553	-20.5374	-17.1315	-22.5379	-18.1604	-24.4489	-19.3491	-26.2551	-20.7017	-27.9326	-22.2286	-29.4925	-23.8865	-30.9633	-25.6164	-32.3274	-27.4300	-33.4929	-29.4280	-34.5716	-31.4516	-35.6921	-33.3592	-37.2582	-34.7646	-39.1937	-35.8309	-41.4186	-36.6947	*	*	*	*	-45.5464	-41.6762	-46.1582	-43.8773
it07	1.0160	28/07/2017 15:38:24	Dico pata lentamente	NOFF_TT	78.4183	-17.1242	14.1296	74.3072	32.1579	31.5323	70.0909	-2.5330	2.8801	33.4991	-7.6357	31.2142	-6.8558	28.8867	-6.2174	26.5134	-5.7771	24.1155	-5.4960	21.6768	-5.5813	19.2239	-6.0632	16.7994	-6.7834	14.4175	-7.7836	12.1018	-8.7110	9.8388	-9.4709	7.6180	-10.2075	5.4150	-10.7264	3.2145	-11.0952	1.0120	-11.4037	-1.2007	-11.6605	-3.4124	-11.9591	-5.6346	-12.2590	-7.8666	-12.5763	-10.0638	-13.0654	-12.2320	-13.6734	-14.3808	-14.3521	-16.4757	-15.1834	-18.4985	-16.1802	-20.5088	-17.1907	-22.5098	-18.2145	-24.4333	-19.3770	-26.2586	-20.6957	-27.9488	-22.2034	-29.5070	-23.8653	-30.9454	-25.6410	-32.2732	-27.4995	-33.4544	-29.4745	-34.5659	-31.4580	-35.7809	-33.2645	-37.4083	-34.6139	-39.3289	-35.7032	-41.4574	-36.6602	*	*	*	*	-45.5237	-41.6929	-46.1883	-43.8565
it07	1.0030	28/07/2017 15:38:24	Dico pata lentamente	NONS_TT	78.4533	26.6685	30.2925	73.9962	25.7492	25.4097	70.1044	-7.7133	8.1558	33.6486	-7.1123	31.3382	-6.3661	28.9845	-5.7752	26.6073	-5.2812	24.1778	-5.1022	21.7239	-5.2117	19.2488	-5.8049	16.8024	-6.7375	14.4120	-7.9375	12.1003	-8.9948	9.8502	-9.9263	7.6440	-10.6763	5.4513	-11.1493	3.2587	-11.4743	1.0612	-11.7375	-1.1491	-11.9497	-3.3675	-12.1726	-5.6034	-12.3879	-7.8256	-12.7258	-10.0168	-13.2184	-12.1929	-13.7879	-14.3382	-14.4657	-16.4342	-15.2847	-18.5187	-16.1348	-20.5610	-17.0826	-22.5611	-18.1158	-24.4727	-19.3066	-26.2879	-20.6470	-27.9579	-22.1892	-29.5119	-23.8583	-30.9199	-25.6758	-32.2576	-27.5196	-33.4521	-29.4772	-34.5156	-31.5151	-35.6270	-33.4286	-37.1720	-34.8512	-39.0213	-35.9939	-41.1449	-36.9381	-42.7457	-38.3954	*	*	-45.2294	-41.9101	-45.8504	-44.0904
it07	0.9535	28/07/2017 15:38:24	Dico pata lentamente	peak1_TT	72.9037	143.6157	143.8007	72.9641	15.2988	14.7381	71.1823	-11.4746	10.9539	31.8967	-13.2466	29.7424	-12.6719	27.5497	-12.2662	25.3450	-11.9454	23.1176	-11.8049	20.8881	-11.7812	18.6544	-11.9638	16.4354	-12.2995	14.2410	-12.7458	12.0779	-13.2698	9.9474	-13.7992	7.8437	-14.2761	5.7600	-14.7407	3.6868	-15.1452	1.6108	-15.4645	-0.4768	-15.7138	-2.6025	-15.8142	-4.7518	-15.9078	-6.9054	-16.0803	-9.0674	-16.3089	-11.1720	-16.7843	-13.3691	-17.0507	-15.5740	-17.3831	-17.8663	-17.5982	-20.1276	-17.9805	-22.3965	-18.4321	-24.5262	-19.2111	-26.5793	-20.1616	-28.4382	-21.4416	-30.0647	-23.0526	-31.6256	-24.7112	-32.9913	-26.5781	-34.2385	-28.5288	-35.4554	-30.4492	-36.6037	-32.3866	-37.6418	-34.3794	-38.8356	-36.1694	-40.2029	-37.7757	-41.9083	-39.0957	-43.5992	-40.4627	*	*	*	*
it07	1.0455	28/07/2017 15:38:24	Dico pata lentamente	peak2_TT	76.0045	-60.2703	60.4477	75.4917	55.1338	54.2812	70.3622	-4.4537	3.6449	32.8719	-9.8320	30.6170	-9.2157	28.3386	-8.6974	25.9990	-8.4929	23.6673	-8.3295	21.3249	-8.3480	18.9901	-8.4849	16.6743	-8.6800	14.3803	-8.8296	12.0996	-9.1161	9.8369	-9.3960	7.5862	-9.6346	5.3385	-9.8370	3.0828	-9.9657	0.8114	-10.0431	-1.4528	-10.2490	-3.7071	-10.5559	-5.9755	-10.8498	-8.2036	-11.3477	-10.4029	-11.9618	-12.6080	-12.5698	-14.7595	-13.3420	-16.8081	-14.3725	-18.8356	-15.4241	-20.8369	-16.5109	-22.8173	-17.6238	-24.7729	-18.7704	-26.6257	-20.0843	-28.2304	-21.7650	-29.7688	-23.4838	-31.0582	-25.4867	-32.2568	-27.5206	-33.6139	-29.2821	-35.0317	-30.9297	-36.5824	-32.4093	-38.2540	-33.7646	-39.6130	-35.4347	-40.7314	-37.3058	*	*	*	*	-43.8043	-42.9621	-45.0432	-44.6492
it07	1.0332	28/07/2017 15:38:29	Dico pogo lentamente	closure_	73.2576	3.6945	4.6916	85.8032	13.4407	14.8999	69.5793	-55.4644	56.0434	*	*	*	*	*	*	*	*	23.1715	-11.4639	21.0351	-10.6253	18.8494	-9.9436	16.6449	-9.1250	14.3805	-8.8233	12.1007	-8.9051	9.8173	-8.6136	7.5192	-8.4262	5.2086	-8.3253	2.8688	-8.1301	0.5391	-8.1968	-1.8253	-8.1637	-4.2297	-8.0684	-6.5858	-8.3275	-8.9640	-8.5757	-11.4300	-8.6184	-14.1013	-8.1868	-17.0660	-7.1900	-20.2244	-6.0384	-23.2200	-5.5891	-26.1143	-5.5772	-28.5825	-6.5503	-30.4709	-8.5918	-31.9014	-11.2964	-32.9863	-14.3614	-33.2602	-18.3950	-33.1252	-22.6617	-33.1052	-26.4319	-33.4903	-29.4312	-34.2515	-31.8146	-35.3858	-33.6860	-36.7488	-35.2762	-38.0728	-36.8904	-38.8586	-38.9712	*	*	*	*	*	*	-42.5041	-46.4070
it07	1.0740	28/07/2017 15:38:29	Dico pogo lentamente	GONS_TD	72.8237	-17.2272	17.6315	84.9286	-19.5160	19.2986	67.8065	-20.0920	20.9236	*	*	*	*	*	*	*	*	*	*	20.8555	-12.0372	18.6373	-12.1409	16.4454	-12.1488	14.2736	-11.8275	12.0871	-11.5214	9.8736	-10.8558	7.6381	-10.5702	5.4342	-10.9497	3.2351	-11.2715	1.0478	-11.6464	-1.1577	-11.9012	-3.5323	-11.3881	-6.0006	-10.7464	-8.4180	-10.5659	-10.8876	-10.3838	-13.5848	-9.7029	-16.5478	-8.5721	-19.6337	-7.4796	-22.8753	-6.3623	-25.8130	-6.2015	-28.0786	-7.5182	-29.8283	-9.7397	-30.9429	-12.8930	-31.5144	-16.6528	-31.6869	-20.6881	-31.6289	-24.7067	-31.5914	-28.3745	-31.9040	-31.3441	-32.8804	-33.3696	-34.3411	-34.8009	-35.6957	-36.3337	-37.0822	-37.8266	*	*	*	*	*	*	-41.5129	-44.6534	-42.5753	-46.3577
it07	1.0465	28/07/2017 15:38:29	Dico pogo lentamente	max_TD	73.0436	-8.7490	7.8487	85.7851	-2.6684	1.6117	68.8332	-47.0676	47.8115	*	*	*	*	*	*	*	*	23.2238	-11.1335	21.0151	-10.7825	18.8615	-9.8176	16.6295	-9.3588	14.3602	-9.3943	12.0995	-9.1503	9.8234	-8.8577	7.5304	-8.6291	5.1690	-7.8645	2.7920	-7.4719	0.4723	-7.7435	-1.8731	-7.8961	-4.2322	-8.0565	-6.5021	-8.6735	-8.8631	-8.9435	-11.5354	-8.2750	-14.1308	-8.1004	-17.0449	-7.2464	-20.3118	-5.8252	-23.0700	-5.9255	-25.6646	-6.5090	-28.2023	-7.2806	-30.0345	-9.3714	-31.3341	-12.2413	-32.2905	-15.4446	-32.4029	-19.6444	-32.3959	-23.6584	-32.5912	-27.0915	-33.1671	-29.8208	-34.0053	-32.0938	-34.8123	-34.2981	-36.0055	-36.0226	-37.1045	-37.8055	-38.1044	-39.6418	*	*	*	*	-42.2380	-44.1182	-43.4232	-45.7708
