index,speaker,file,rec_date,word,time,word_duration,c1_duration,c1_closure,c1_rvot,c1_rvofft,vowel_duration,closure_duration,rvot,c2_duration,v2_duration,sentence_duration,c1_rel,v_onset,v_offset,rel_rel
1,pl06,pl06-001,21/02/2018 14:57:17,poto,1.5595701305040752,320.3848694959248,89.12137039568746,61.008034117891796,28.113336277795664,85.40564581788068,57.292309540085014,63.761979457314325,31.72520310949367,95.487182566808,78.48400699334435,1.165034,1.620578164621967,1.6486915008997627,1.7059838104398477,149.167625275195
2,pl06,pl06-002,21/02/2018 14:57:21,pugu,4.114966,370.0000000000001,122.77634211639477,100.5931213201583,22.18322079623647,109.40687867984167,87.2236578836052,--undefined--,--undefined--,--undefined--,80.00000000000007,1.2099770000000003,1.4523845181455548,1.4745677389417913,1.5617913968253965,--undefined--
3,pl06,pl06-003,21/02/2018 14:57:25,poko,6.494655878105891,331.9316346369989,91.84957561188244,79.38764885816063,12.46192675372182,87.9422710684361,75.48034431471429,73.16750515040127,35.960703497379676,109.12820864778095,55.47350606262125,1.154966,0.7806648421567948,0.7931267689105166,0.8686071132252309,161.10977621883737
4,pl06,pl06-004,21/02/2018 14:57:30,putu,9.097843541789414,317.0994582105848,97.30598604427065,70.69276436743976,26.61322167683089,87.54313817184212,60.92991649501123,52.02202357163266,56.841532099671355,108.86355567130401,49.999999999998934,1.1350119999999997,1.2157018390366723,1.2423150607135032,1.3032449772085144,139.5651617434748
5,pl06,pl06-005,21/02/2018 14:57:34,podo,12.088422306569369,321.92821551095284,111.53269343063066,86.30591549011868,25.22677794051198,89.2086200850617,63.98184214454972,--undefined--,--undefined--,--undefined--,64.5675234499361,1.195011000000001,1.6560887662771737,1.6813155442176857,1.7452973863622354,--undefined--
6,pl06,pl06-006,21/02/2018 14:57:39,pata,14.869955,306.9683728148487,110.53759724884316,94.12602197440023,16.411575274442924,89.16371437296355,72.75213909852063,51.69771808838597,25.601429703792533,77.2991477921785,46.37948867530639,1.1300220000000003,1.6938769403417453,1.7102885156161882,1.7830406547147089,140.86143246134952
7,pl06,pl06-007,21/02/2018 14:57:43,pogo,17.504989,312.42959025852815,89.62616426931191,73.68272963810085,15.943434631211062,92.33318068465834,76.38974605344728,--undefined--,--undefined--,--undefined--,72.75213909851885,1.1949660000000009,1.6265628861006824,1.6425063207318935,1.7188960667853408,--undefined--
8,pl06,pl06-008,21/02/2018 14:57:48,puku,20.184966,317.2956936022473,102.67688326161561,80.01356042135299,22.663322840262623,69.98643957864914,47.32311673838652,91.9944013478542,34.37821401147545,126.37261535932964,40.92307824291552,1.1950109999999974,1.480036249763753,1.5026995726040155,1.550022689342402,161.98084092650333
9,pl06,pl06-009,21/02/2018 14:57:52,pada,22.857417564382036,270.09231640325737,62.74871997247544,46.02571350343254,16.7230064690429,100.38796643233994,83.66495996329704,45.19938438008708,8.455318205072615,53.6547025851597,70.0239338823252,1.119954,1.6687947518083668,1.6855177582774097,1.7691827182407067,145.58735081242702
10,pl06,pl06-010,21/02/2018 14:57:57,paka,25.484966,366.43305434695606,125.44159358310836,109.9443506127642,15.49724297034416,93.70579250125388,78.20854953090972,53.2955247747573,59.47029082794941,112.76581560270671,50.01709563023127,1.1699769999999994,1.666747085306639,1.6822443282769832,1.760452877807893,147.00131727601118
11,pl06,pl06-011,21/02/2018 14:58:01,pudu,28.289977,319.2300960869936,117.34291008859898,88.2341767894026,29.108733299196388,89.12924805547817,60.020514756281784,65.41536999161224,20.977795187878456,86.3931651794907,55.473506062622135,1.2699779999999983,1.5939934897145704,1.6231022230137668,1.6831227377700486,154.5446180470904
12,pl06,pl06-012,21/02/2018 14:58:06,paga,30.964943,359.7558547022679,113.30798350602933,97.74351741198473,15.564466094044604,108.32344344466094,92.75897735061633,59.012587371004344,19.195962159905378,78.20854953090972,75.48034431471251,1.2300229999999992,1.5617341364596022,1.5772986025536468,1.6700575799042632,167.33603081566528
13,pl06,pl06-013,21/02/2018 14:58:25,poto,33.94191702098702,310.1059929074381,103.02597901298327,69.674190170943,33.351788842040264,91.28991758453253,57.93812874249227,70.31063156046002,25.176551006346415,95.48718256680644,53.654702585156144,1.1750119999999953,1.8287340683008182,1.8620858571428585,1.9200239858853507,161.60054914499256
14,pl06,pl06-014,21/02/2018 14:58:30,pugu,36.70427207142071,335.56924159192647,128.22564516114454,94.98444021136265,33.24120494978189,85.0771040574756,51.835899107693706,57.387317689041595,28.096445751721433,85.48376344076303,70.0239338823252,1.1849890000000016,1.7719549243304868,1.8051961292802687,1.8570320283879624,142.4644217465172
15,pl06,pl06-015,21/02/2018 14:58:34,poko,39.392805630094074,346.4820624567082,104.58119995412574,77.61296562144793,26.96823433267781,103.35798038612154,76.38974605344373,45.6419603468845,63.48624830089733,109.12820864778183,56.38290780135691,1.1950109999999938,1.4941827680511253,1.521151002383803,1.5975407484372468,148.99994073300604
16,pl06,pl06-016,21/02/2018 14:58:39,putu,41.934989,322.2226522775742,113.96965410806104,--undefined--,--undefined--,--undefined--,57.29230954008813,--undefined--,--undefined--,--undefined--,50.92649736896249,1.2749659999999992,--undefined--,1.5533577470785858,1.6106500566186739,--undefined--
17,pl06,pl06-017,21/02/2018 14:58:43,podo,44.539977,335.6992043140252,102.89235919876205,76.7573808459261,26.134978352835958,98.88711745135481,72.75213909851885,65.29145128849478,7.460687810024069,72.75213909851885,87.30256691822547,1.3449890000000053,1.5901584171271068,1.6162933954799428,1.6890455345784616,164.1785687398496
18,pl06,pl06-018,21/02/2018 14:58:48,pata,47.044989,365.5133100024557,113.6090283738298,94.76815886695533,18.84086950687447,92.50241034412454,73.66154083725007,62.242986188856264,30.486444600065,92.72943078892126,85.51331000245455,1.2549660000000031,1.3732265466220568,1.3920674161289313,1.4657289569661813,154.7453965329808
19,pl06,pl06-019,21/02/2018 14:58:52,pogo,49.82091536421416,311.92479638490767,99.06163578584426,92.38372759522662,6.677908190617643,81.3120045024931,74.63409631187545,47.36080054412639,8.005103143993608,55.36590368812,82.86316059906795,1.1749659999999977,1.4648637176597248,1.4715416258503424,1.5461757221622179,128.6728050466195
20,pl06,pl06-020,21/02/2018 14:58:58,puku,52.254966,323.08309950590086,85.7292456969816,68.51235348763396,17.216892209347634,83.60321913674795,66.38632692740032,85.54722288280203,42.33720449281009,127.88442737561212,43.08309950590683,1.2249889999999937,1.286018036027322,1.3032349282366695,1.3696212551640699,169.15044201954998
21,pl06,pl06-021,21/02/2018 14:59:03,pada,55.524989,453.7108970238677,163.6117423685164,144.04251624353748,19.56922612497891,109.59999825939803,90.03077213441912,81.6892236303346,14.707360675210168,96.39658430554476,103.67179821538741,1.4399540000000002,1.7174668903931973,1.7370361165181762,1.8270668886525954,191.28922188973263
22,pl06,pl06-022,21/02/2018 14:59:07,paka,58.389977,389.2507380121657,126.43363551875808,112.97843622199366,13.45519929676442,107.0215637780052,93.56636448124078,76.18932933081624,37.58790261872491,113.77723194954115,55.47350606262569,1.1799999999999997,1.4283069101448973,1.4417621094416617,1.5353284739229025,183.21089310882144
23,pl06,pl06-023,21/02/2018 14:59:12,pudu,61.369955,346.2403957634095,140.71560281008288,100.0724196323759,40.64318317770699,97.0260909790639,56.38290780135691,61.596829101119965,20.249327384718185,81.84615648583815,67.29572866613154,1.190021999999999,1.8644038368659324,1.9050470200436393,1.9614299278449963,158.62292008018386
