index,speaker,file,rec_date,word,time,word_duration,c1_duration,c1_closure,c1_rvot,c1_rvofft,vowel_duration,closure_duration,rvot,c2_duration,v2_duration,sentence_duration,c1_rel,v_onset,v_offset,rel_rel
1,it13,it13-001,19/02/2018 15:33:40,paca,0.8539464159619191,386.030584038081,106.03058403808086,--undefined--,--undefined--,--undefined--,110.69910324149778,70.13605442176862,29.045327892614825,99.18138231438344,70.1195144441189,1.4949209999999997,--undefined--,0.959977,1.0706761032414978,--undefined--
2,it13,it13-002,19/02/2018 15:33:44,pogo,3.204021285394563,380.8075296268307,122.44615100541179,102.48175695516304,19.964394050248746,132.61485297522756,112.65045892497882,--undefined--,--undefined--,--undefined--,64.8964600328683,1.5099770000000001,0.8684078042544878,0.8883721983047366,1.0010226572297154,--undefined--
3,it13,it13-003,19/02/2018 15:33:48,pucu,5.490535494734104,419.46450526589626,134.6907661059529,100.67486708723993,34.015899018712936,125.85051227277155,91.83461325405861,114.19134477589665,11.928190759677548,126.1195355355742,66.8195903703106,1.5549210000000002,0.8543396135220238,0.8883555125407367,0.9801901257947954,240.0418570486682
4,it13,it13-004,19/02/2018 15:33:52,poto,7.731967305061068,355.09383791569337,94.28353627416719,77.00356003770548,17.279976236461714,125.03258912122384,107.75261288476213,58.519005120439616,24.744377563241216,83.26338268368083,69.79430607308323,1.5072690467934535,0.8429844705409497,0.8602644467774114,0.9680170596621736,183.55159424166345
5,it13,it13-005,19/02/2018 15:33:56,putu,10.026941406541278,396.725529257532,108.04759345872128,92.5526540213113,15.494939437409982,147.44180194929334,131.94686251188335,71.14687596835623,16.906261519761046,88.05313748811727,68.6779357988101,1.524372223407072,0.866342133124947,0.881837072562357,1.0137839350742404,218.5886779176496
6,it13,it13-006,19/02/2018 15:34:00,paga,12.509592134348901,350.3848656510993,95.50799778422103,--undefined--,--undefined--,--undefined--,115.09938194508784,72.97978921017823,7.834670453393144,80.81445966357137,58.96302625821903,1.4350120000000004,--undefined--,0.7280933294120331,0.8431927113571209,--undefined--
7,it13,it13-007,19/02/2018 15:34:05,poco,14.932912017525366,333.05353073472156,82.05398247463336,--undefined--,--undefined--,--undefined--,97.94185950332235,--undefined--,--undefined--,--undefined--,60.99954826008691,1.3750109999999989,--undefined--,0.8275737097505651,0.9255155692538874,--undefined--
8,it13,it13-008,19/02/2018 15:34:09,pada,17.299977,350.0000000000014,89.99999999999986,83.96825396825491,6.0317460317449445,128.12727379958844,122.09552776784349,--undefined--,--undefined--,--undefined--,89.99999999999986,1.4149659999999997,0.8281175895691604,0.8341493356009053,0.9562448633687488,--undefined--
9,it13,it13-009,19/02/2018 15:34:14,pudu,19.949751933775822,371.01183754639777,116.32384345514168,95.524464992927,20.79937846221469,121.2052222866511,100.4058438244364,90.38457865767313,6.34788063660352,96.73245929427665,57.54969097254303,1.432083368696535,0.9352537230317886,0.9560531014940032,1.0564589453184396,211.58980094432422
10,it13,it13-010,19/02/2018 15:34:19,pata,22.530023,370.000000000001,93.17298029246857,--undefined--,--undefined--,--undefined--,116.82701970753229,68.83020729551959,11.16979270447871,79.9999999999983,80.00000000000185,1.5187896248370691,--undefined--,0.7151687694081161,0.8319957891156484,--undefined--
